,Код,Наименование,Рекомендованная цена
4541,UP2-WH15BK-1CUT103,"Переход на Mobile SMARTS: Склад 15, РАСШИРЕННЫЙ с Кировкой для «1С:УТ 10.3» 10.3.59.5 и выше до 10.3.x.x",23825
4542,UP2-WH15BK-OLE,"Переход на Mobile SMARTS: Склад 15, РАСШИРЕННЫЙ с Кировкой для OLE/COM",24825
4543,UP2-WH15BK-REST,"Переход на Mobile SMARTS: Склад 15, РАСШИРЕННЫЙ с Кировкой для интеграции через REST API",24825
4544,UP2-WH15BK-TXT,"Переход на Mobile SMARTS: Склад 15, РАСШИРЕННЫЙ с Кировкой для интеграции через TXT, CSV, Excel",23825
4545,UP2-WH15BL-OLE,"Переход на Mobile SMARTS: Склад 15, РАСШИРЕННЫЙ с МДЛП для OLE/COM",27825
4546,UP2-WH15BL-REST,"Переход на Mobile SMARTS: Склад 15, РАСШИРЕННЫЙ с МДЛП для интеграции через REST API",27825
4547,UP2-WH15BL-TXT,"Переход на Mobile SMARTS: Склад 15, РАСШИРЕННЫЙ с МДЛП для интеграции через TXT, CSV, Excel",26825
4548,UP2-WH15BT-1CERP2,"Переход на Mobile SMARTS: Склад 15, РАСШИРЕННЫЙ с МОТП для «1С:ERP» 2.4.10.89 и выше до 2.x.x.x",22325
4549,UP2-WH15BT-1CBUH3,"Переход на Mobile SMARTS: Склад 15, РАСШИРЕННЫЙ с МОТП для «1С:БП» 3.0.75.109 и выше до 3.x.x.x",22325
4550,UP2-WH15BT-1CKA2,"Переход на Mobile SMARTS: Склад 15, РАСШИРЕННЫЙ с МОТП для «1С:КА» 2.4.10.94 и выше до 2.x.x.x",22325
4551,UP2-WH15BT-1CUNF16,"Переход на Mobile SMARTS: Склад 15, РАСШИРЕННЫЙ с МОТП для «1С:УНФ 1.6» 1.6.19.215 и выше до 1.6.x.x",22325
4552,UP2-WH15BT-1CUNF3,"Переход на Mobile SMARTS: Склад 15, РАСШИРЕННЫЙ с МОТП для «1С:УНФ» 3.0.1.175 и выше до 3.x.x.x",22325
4553,UP2-WH15BT-1CUPP13,"Переход на Mobile SMARTS: Склад 15, РАСШИРЕННЫЙ с МОТП для «1С:УПП 1.3» 1.3.134.1 и выше до 1.3.x.x",22325
4554,UP2-WH15BT-1CUT103,"Переход на Mobile SMARTS: Склад 15, РАСШИРЕННЫЙ с МОТП для «1С:УТ 10.3» 10.3.59.5 и выше до 10.3.x.x",22325
4555,UP2-WH15BT-1CUT11,"Переход на Mobile SMARTS: Склад 15, РАСШИРЕННЫЙ с МОТП для «1С:УТ» 11.4.10.89 и выше до 11.x.x.x",22325
4556,UP2-WH15BT-SHMTP7,"Переход на Mobile SMARTS: Склад 15, РАСШИРЕННЫЙ с МОТП для «Штрих-М:ТП» 7.0.28.1 и выше до 7.x.x.x",22325
4557,UP2-WH15BT-OLE,"Переход на Mobile SMARTS: Склад 15, РАСШИРЕННЫЙ с МОТП для OLE/COM",23325
4558,UP2-WH15BT-REST,"Переход на Mobile SMARTS: Склад 15, РАСШИРЕННЫЙ с МОТП для интеграции через REST API",23325
4559,UP2-WH15BT-TXT,"Переход на Mobile SMARTS: Склад 15, РАСШИРЕННЫЙ с МОТП для интеграции через TXT, CSV, Excel",22325
4560,SSY1-WH15A-1C8,"Продление подписки на обновления Mobile SMARTS Склад 15, БАЗОВЫЙ для конфигурации на базе «1С:Предприятия 8» на 1 (один) год",4200
4561,SSY1-WH15A-1CANY,"Продление подписки на обновления Mobile SMARTS Склад 15, БАЗОВЫЙ для любой поддерживаемой конфигурации 1С на 1 (один) год",3800
4562,SSY1-WH15M-1CANY,"Продление подписки на обновления Mobile SMARTS Склад 15, МИНИМУМ для любой поддерживаемой конфигурации 1С на 1 (один) год",6450
4563,SSY1-WH15C-1C8,"Продление подписки на обновления Mobile SMARTS Склад 15, ОМНИ для конфигурации на базе «1С:Предприятия 8» на 1 (один) год",11000
4564,SSY1-WH15C-1CANY,"Продление подписки на обновления Mobile SMARTS Склад 15, ОМНИ для любой поддерживаемой конфигурации 1С на 1 (один) год",10600
4565,SSY1-WH15B-1C8,"Продление подписки на обновления Mobile SMARTS Склад 15, РАСШИРЕННЫЙ для конфигурации на базе «1С:Предприятия 8» на 1 (один) год",8600
4566,SSY1-WH15B-1CANY,"Продление подписки на обновления Mobile SMARTS Склад 15, РАСШИРЕННЫЙ для любой поддерживаемой конфигурации 1С на 1 (один) год",8200
4567,SSY1-WH15ARF-OLE,"Продление подписки на обновления Mobile SMARTS: Склад 15, RFID, БАЗОВЫЙ для интеграции через OLE/COM на 1 (один) год",15910
4568,SSY1-WH15ARF-REST,"Продление подписки на обновления Mobile SMARTS: Склад 15, RFID, БАЗОВЫЙ для интеграции через REST API на 1 (один) год",15910
4569,SSY1-WH15ARF-TXT,"Продление подписки на обновления Mobile SMARTS: Склад 15, RFID, БАЗОВЫЙ для интеграции через TXT, CSV, Excel на 1 (один) год",15510
4570,SSY1-WH15BRF-OLE,"Продление подписки на обновления Mobile SMARTS: Склад 15, RFID, РАСШИРЕННЫЙ для интеграции через OLE/COM на 1 (один) год",31930
4571,SSY1-WH15BRF-REST,"Продление подписки на обновления Mobile SMARTS: Склад 15, RFID, РАСШИРЕННЫЙ для интеграции через REST API на 1 (один) год",31930
4572,SSY1-WH15BRF-TXT,"Продление подписки на обновления Mobile SMARTS: Склад 15, RFID, РАСШИРЕННЫЙ для интеграции через TXT, CSV, Excel на 1 (один) год",31530
4573,SSY1-WH15AB-1CERP2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВЕЛОСИПЕДЫ для «1С:ERP» 2.4.12.75 и выше до 2.x.x.x на 1 (один) год",5110
4574,SSY1-WH15AB-1CBUH3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВЕЛОСИПЕДЫ для «1С:БП» 3.0.75.109 и выше до 3.x.x.x на 1 (один) год",5110
4575,SSY1-WH15AB-1CKA2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВЕЛОСИПЕДЫ для «1С:КА» 2.4.12.75 и выше до 2.x.x.x на 1 (один) год",5110
4576,SSY1-WH15AB-1CUNF16,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВЕЛОСИПЕДЫ для «1С:УНФ» 1.6.21.114 и выше до 1.6.x.x на 1 (один) год",5110
4577,SSY1-WH15AB-1CUNF3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВЕЛОСИПЕДЫ для «1С:УНФ» 3.0.1.175 и выше до 3.x.x.x на 1 (один) год",5110
4578,SSY1-WH15AB-1CUPP13,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВЕЛОСИПЕДЫ для «1С:УПП» 1.3.134.1 и выше до 1.3.x.x на 1 (один) год",5110
4579,SSY1-WH15AB-1CUT103,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВЕЛОСИПЕДЫ для «1С:УТ» 10.3.59.5 и выше до 10.3.x.x на 1 (один) год",5110
4580,SSY1-WH15AB-1CUT11,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВЕЛОСИПЕДЫ для «1С:УТ» 11.4.12.75 и выше до 11.x.x.x на 1 (один) год",5110
4581,SSY1-WH15AB-SHMTP7,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВЕЛОСИПЕДЫ для «Штрих-М:ТП» 7.0.28.1 и выше до 7.x.x.x на 1 (один) год",5110
4582,SSY1-WH15AB-OLE,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВЕЛОСИПЕДЫ для интеграции через OLE/COM на 1 (один) год",5510
4583,SSY1-WH15AB-REST,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВЕЛОСИПЕДЫ для интеграции через REST API на 1 (один) год",5510
4584,SSY1-WH15AB-TXT,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВЕЛОСИПЕДЫ для интеграции через TXT, CSV, Excel на 1 (один) год",5110
4585,SSY1-WH15AW-1CERP2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВОДА для «1С:ERP» 2.4.12.75 и выше до 2.x.x.x на 1 (один) год",3270
4586,SSY1-WH15AW-1CBUH3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВОДА для «1С:БП» 3.0.75.109 и выше до 3.x.x.x на 1 (один) год",3270
4587,SSY1-WH15AW-1CKA2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВОДА для «1С:КА» 2.4.12.75 и выше до 2.x.x.x на 1 (один) год",3270
4588,SSY1-WH15AW-1CUNF16,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВОДА для «1С:УНФ» 1.6.21.114 и выше до 1.6.x.x на 1 (один) год",3270
4589,SSY1-WH15AW-1CUNF3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВОДА для «1С:УНФ» 3.0.1.175 и выше до 3.x.x.x на 1 (один) год",3270
4590,SSY1-WH15AW-1CUPP13,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВОДА для «1С:УПП» 1.3.134.1 и выше до 1.3.x.x на 1 (один) год",3270
4591,SSY1-WH15AW-1CUT103,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВОДА для «1С:УТ» 10.3.59.5 и выше до 10.3.x.x на 1 (один) год",3270
4592,SSY1-WH15AW-1CUT11,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВОДА для «1С:УТ» 11.4.12.75 и выше до 11.x.x.x на 1 (один) год",3270
4593,SSY1-WH15AW-SHMTP7,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВОДА для «Штрих-М:ТП» 7.0.28.1 и выше до 7.x.x.x на 1 (один) год",3270
4594,SSY1-WH15AW-OLE,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВОДА для интеграции через OLE/COM на 1 (один) год",3670
4595,SSY1-WH15AW-REST,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВОДА для интеграции через REST API на 1 (один) год",3670
4596,SSY1-WH15AW-TXT,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ВОДА для интеграции через TXT, CSV, Excel на 1 (один) год",3270
4597,SSY1-WH15AWC-1CERP2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + КРЕСЛА-КОЛЯСКИ для «1С:ERP» 2.4.12.75 и выше до 2.x.x.x на 1 (один) год",3270
4598,SSY1-WH15AWC-1CBUH3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + КРЕСЛА-КОЛЯСКИ для «1С:БП» 3.0.75.109 и выше до 3.x.x.x на 1 (один) год",3270
4599,SSY1-WH15AWC-1CKA2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + КРЕСЛА-КОЛЯСКИ для «1С:КА» 2.4.12.75 и выше до 2.x.x.x на 1 (один) год",3270
4600,SSY1-WH15AWC-1CUNF16,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + КРЕСЛА-КОЛЯСКИ для «1С:УНФ» 1.6.21.114 и выше до 1.6.x.x на 1 (один) год",3270
4601,SSY1-WH15AWC-1CUNF3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + КРЕСЛА-КОЛЯСКИ для «1С:УНФ» 3.0.1.175 и выше до 3.x.x.x на 1 (один) год",3270
4602,SSY1-WH15AWC-1CUPP13,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + КРЕСЛА-КОЛЯСКИ для «1С:УПП» 1.3.134.1 и выше до 1.3.x.x на 1 (один) год",3270
4603,SSY1-WH15AWC-1CUT103,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + КРЕСЛА-КОЛЯСКИ для «1С:УТ» 10.3.59.5 и выше до 10.3.x.x на 1 (один) год",3270
4604,SSY1-WH15AWC-1CUT11,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + КРЕСЛА-КОЛЯСКИ для «1С:УТ» 11.4.12.75 и выше до 11.x.x.x на 1 (один) год",3270
4605,SSY1-WH15AWC-SHMTP7,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + КРЕСЛА-КОЛЯСКИ для «Штрих-М:ТП» 7.0.28.1 и выше до 7.x.x.x на 1 (один) год",3270
4606,SSY1-WH15AWC-OLE,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + КРЕСЛА-КОЛЯСКИ для интеграции через OLE/COM на 1 (один) год",3670
4607,SSY1-WH15AWC-REST,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + КРЕСЛА-КОЛЯСКИ для интеграции через REST API на 1 (один) год",3670
4608,SSY1-WH15AWC-TXT,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + КРЕСЛА-КОЛЯСКИ для интеграции через TXT, CSV, Excel на 1 (один) год",3270
4609,SSY1-WH15AMI-1CERP2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + МОЛОКО для «1С:ERP» 2.4.12.75 и выше до 2.x.x.x на 1 (один) год",6310
4610,SSY1-WH15AMI-1CBUH3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + МОЛОКО для «1С:БП» 3.0.75.109 и выше до 3.x.x.x на 1 (один) год",6310
4611,SSY1-WH15AMI-1CKA2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + МОЛОКО для «1С:КА» 2.4.12.75 и выше до 2.x.x.x на 1 (один) год",6310
4612,SSY1-WH15AMI-1CUNF16,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + МОЛОКО для «1С:УНФ 1.6» 1.6.21.114 и выше до 1.6.x.x на 1 (один) год",6310
4613,SSY1-WH15AMI-1CUNF3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + МОЛОКО для «1С:УНФ» 3.0.1.175 и выше до 3.x.x.x на 1 (один) год",6310
4614,SSY1-WH15AMI-1CUPP13,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + МОЛОКО для «1С:УПП» 1.3.134.1 и выше до 1.3.x.x на 1 (один) год",6310
4615,SSY1-WH15AMI-1CUT103,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + МОЛОКО для «1С:УТ» 10.3.59.5 и выше до 10.3.x.x на 1 (один) год",6310
4616,SSY1-WH15AMI-1CUT11,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + МОЛОКО для «1С:УТ» 11.4.12.75 и выше до 11.x.x.x на 1 (один) год",6310
4617,SSY1-WH15AMI-SHMTP7,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + МОЛОКО для «Штрих-М:ТП» 7.0.28.1 и выше до 7.x.x.x на 1 (один) год",6310
4618,SSY1-WH15AMI-OLE,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + МОЛОКО для OLE/COM на 1 (один) год",6710
4619,SSY1-WH15AMI-REST,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + МОЛОКО для интеграции через REST API на 1 (один) год",6710
4620,SSY1-WH15AMI-TXT,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + МОЛОКО для интеграции через TXT, CSV, Excel на 1 (один) год",6310
4621,SSY1-WH15AP-1CERP2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПАРФЮМ для «1С:ERP» 2.4.12.75 и выше до 2.x.x.x на 1 (один) год",6310
4622,SSY1-WH15AP-1CBUH3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПАРФЮМ для «1С:БП» 3.0.75.109 и выше до 3.x.x.x на 1 (один) год",6310
4623,SSY1-WH15AP-1CKA2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПАРФЮМ для «1С:КА» 2.4.12.75 и выше до 2.x.x.x на 1 (один) год",6310
4624,SSY1-WH15AP-1CUNF16,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПАРФЮМ для «1С:УНФ 1.6» 1.6.21.114 и выше до 1.6.x.x на 1 (один) год",6310
4625,SSY1-WH15AP-1CUNF3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПАРФЮМ для «1С:УНФ» 3.0.1.175 и выше до 3.x.x.x на 1 (один) год",6310
4626,SSY1-WH15AP-1CUPP13,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПАРФЮМ для «1С:УПП» 1.3.134.1 и выше до 1.3.x.x на 1 (один) год",6310
4627,SSY1-WH15AP-1CUT103,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПАРФЮМ для «1С:УТ» 10.3.59.5 и выше до 10.3.x.x на 1 (один) год",6310
4628,SSY1-WH15AP-1CUT11,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПАРФЮМ для «1С:УТ» 11.4.12.75 и выше до 11.x.x.x на 1 (один) год",6310
4629,SSY1-WH15AP-SHMTP7,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПАРФЮМ для «Штрих-М:ТП» 7.0.28.1 и выше до 7.x.x.x на 1 (один) год",6310
4630,SSY1-WH15AP-OLE,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПАРФЮМ для OLE/COM на 1 (один) год",6710
4631,SSY1-WH15AP-REST,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПАРФЮМ для интеграции через REST API на 1 (один) год",6710
4632,SSY1-WH15AP-TXT,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПАРФЮМ для интеграции через TXT, CSV, Excel на 1 (один) год",6310
4633,SSY1-WH15ABR-1CERP2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПИВО для «1С:ERP» 2.4.12.75 и выше до 2.x.x.x на 1 (один) год",3270
4634,SSY1-WH15ABR-1CBUH3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПИВО для «1С:БП» 3.0.75.109 и выше до 3.x.x.x на 1 (один) год",3270
4635,SSY1-WH15ABR-1CKA2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПИВО для «1С:КА» 2.4.12.75 и выше до 2.x.x.x на 1 (один) год",3270
4636,SSY1-WH15ABR-1CUNF16,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПИВО для «1С:УНФ» 1.6.21.114 и выше до 1.6.x.x на 1 (один) год",3270
4637,SSY1-WH15ABR-1CUNF3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПИВО для «1С:УНФ» 3.0.1.175 и выше до 3.x.x.x на 1 (один) год",3270
4638,SSY1-WH15ABR-1CUPP13,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПИВО для «1С:УПП» 1.3.134.1 и выше до 1.3.x.x на 1 (один) год",3270
4639,SSY1-WH15ABR-1CUT103,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПИВО для «1С:УТ» 10.3.59.5 и выше до 10.3.x.x на 1 (один) год",3270
4640,SSY1-WH15ABR-1CUT11,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПИВО для «1С:УТ» 11.4.12.75 и выше до 11.x.x.x на 1 (один) год",3270
4641,SSY1-WH15ABR-SHMTP7,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПИВО для «Штрих-М:ТП» 7.0.28.1 и выше до 7.x.x.x на 1 (один) год",3270
4642,SSY1-WH15ABR-OLE,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПИВО для интеграции через OLE/COM на 1 (один) год",3670
4643,SSY1-WH15ABR-REST,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПИВО для интеграции через REST API на 1 (один) год",3670
4644,SSY1-WH15ABR-TXT,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ПИВО для интеграции через TXT, CSV, Excel на 1 (один) год",3270
4645,SSY1-WH15AF-1CERP2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ФОТО для «1С:ERP» 2.4.12.75 и выше до 2.x.x.x на 1 (один) год",3270
4646,SSY1-WH15AF-1CBUH3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ФОТО для «1С:БП» 3.0.75.109 и выше до 3.x.x.x на 1 (один) год",3270
4647,SSY1-WH15AF-1CKA2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ФОТО для «1С:КА» 2.4.12.75 и выше до 2.x.x.x на 1 (один) год",3270
4648,SSY1-WH15AF-1CUNF16,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ФОТО для «1С:УНФ 1.6» 1.6.21.114 и выше до 1.6.x.x на 1 (один) год",3270
4649,SSY1-WH15AF-1CUNF3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ФОТО для «1С:УНФ» 3.0.1.175 и выше до 3.x.x.x на 1 (один) год",3270
4650,SSY1-WH15AF-1CUPP13,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ФОТО для «1С:УПП» 1.3.134.1 и выше до 1.3.x.x на 1 (один) год",3270
4651,SSY1-WH15AF-1CUT103,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ФОТО для «1С:УТ» 10.3.59.5 и выше до 10.3.x.x на 1 (один) год",3270
4652,SSY1-WH15AF-1CUT11,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ФОТО для «1С:УТ» 11.4.12.75 и выше до 11.x.x.x на 1 (один) год",3270
4653,SSY1-WH15AF-SHMTP7,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ФОТО для «Штрих-М:ТП» 7.0.28.1 и выше до 7.x.x.x на 1 (один) год",3270
4654,SSY1-WH15AF-OLE,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ФОТО для OLE/COM на 1 (один) год",3670
4655,SSY1-WH15AF-REST,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ФОТО для интеграции через REST API на 1 (один) год",3670
4656,SSY1-WH15AF-TXT,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ФОТО для интеграции через TXT, CSV, Excel на 1 (один) год",3270
4657,SSY1-WH15ATY-1CERP2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ШИНЫ для «1С:ERP» 2.4.12.75 и выше до 2.x.x.x на 1 (один) год",6310
4658,SSY1-WH15ATY-AS16,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ШИНЫ для «1С:Автосервис» 1.6.22.48 и выше до 1.6.x.x на 1 (один) год",6310
4659,SSY1-WH15ATY-1CBUH3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ШИНЫ для «1С:БП» 3.0.75.109 и выше до 3.x.x.x на 1 (один) год",6310
4660,SSY1-WH15ATY-1CKA2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ШИНЫ для «1С:КА» 2.4.12.75 и выше до 2.x.x.x на 1 (один) год",6310
4661,SSY1-WH15ATY-1CUNF16,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ШИНЫ для «1С:УНФ 1.6» 1.6.21.114 и выше до 1.6.x.x на 1 (один) год",6310
4662,SSY1-WH15ATY-1CUNF3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ШИНЫ для «1С:УНФ» 3.0.1.175 и выше до 3.x.x.x на 1 (один) год",6310
4663,SSY1-WH15ATY-1CUPP13,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ШИНЫ для «1С:УПП» 1.3.134.1 и выше до 1.3.x.x на 1 (один) год",6310
4664,SSY1-WH15ATY-1CUT103,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ШИНЫ для «1С:УТ» 10.3.59.5 и выше до 10.3.x.x на 1 (один) год",6310
4665,SSY1-WH15ATY-1CUT11,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ШИНЫ для «1С:УТ» 11.4.12.75 и выше до 11.x.x.x на 1 (один) год",6310
4666,SSY1-WH15ATY-SHMTP7,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ШИНЫ для «Штрих-М:ТП» 7.0.28.1 и выше до 7.x.x.x на 1 (один) год",6310
4667,SSY1-WH15ATY-OLE,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ШИНЫ для OLE/COM на 1 (один) год",6710
4668,SSY1-WH15ATY-REST,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ШИНЫ для интеграции через REST API на 1 (один) год",6710
4669,SSY1-WH15ATY-TXT,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ + ШИНЫ для интеграции через TXT, CSV, Excel на 1 (один) год",6310
4670,SSY1-WH15A-1CKA11,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ для «1С: КА 1.1» 1.1.85.1 и выше до 1.1.x.x на 1 (один) год",2710
4671,SSY1-WH15A-1CUTKZ22,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ для «1С: УТ для Казахстана 2.2» 2.2.17.4 и выше до 2.2.x.x на 1 (один) год",2710
4672,SSY1-WH15A-1CUTPKZ20,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ для «1С: УТП для Казахстана 2.0» 2.0.3.10 и выше до 2.0.x.x на 1 (один) год",2710
4673,SSY1-WH15A-1CERP2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ для «1С:ERP» 2.2.2.127 и выше до 2.x.x.x на 1 (один) год",2710
4674,SSY1-WH15A-AS16,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ для «1С:Автосервис» 1.6.22.48 и выше до 1.6.x.x на 1 (один) год",2710
4675,SSY1-WH15A-1CBUH3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ для «1С:БП» 3.0.75.109 и выше до 3.x.x.x на 1 (один) год",2710
4676,SSY1-WH15A-1CKA2,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ для «1С:КА» 2.0.3.67 и выше до 2.x.x.x на 1 (один) год",2710
4677,SSY1-WH15A-1CUNF16,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ для «1С:УНФ 1.6» 1.6.7.48 и выше до 1.6.x.x на 1 (один) год",2710
4678,SSY1-WH15A-1CUNF3,"Продление подписки на обновления Mobile SMARTS: Склад 15, БАЗОВЫЙ для «1С:УНФ» 3.0.1.175 и выше до 3.x.x.x на 1 (один) год",2710
